id,url,region,region_url,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state,AUTO_UNIQUE_ID_2020-12-07_17tonksmigmailcom_OC_Housing,UpdatedReverseGeocoding,TimeTaken,TransactionId,Source,ErrorMessage,Version,ComputedStreetAddress,ComputedCity,ComputedState,ComputedZip,ComputedZipPlus4,ComputedAPN
7049889835,https://orangecounty.craigslist.org/apa/d/murrieta-swimming-pool-air-conditioner/7049889835.html,orange county,https://orangecounty.craigslist.org,1315,apartment,610,1,1,1,1,1,1,0,0,w/d in unit,carport,https://images.craigslist.org/01010_be2B07JZAce_600x450.jpg,"We welcome you home to Waterstone at Murrieta conveniently located between I-215 and I-15 freeways for your living convenience. Perfectly combining luxury and comfort, we promise you will feel right at home the moment you enter our beautifully landscaped",33.5739,-117.186,ca,720,1,0,,AggieReverseGeocoder,,4.01,39912 Snow Gum Ln,Indio,CA,92562,4102,948102005
7046059573,https://orangecounty.craigslist.org/apa/d/atwood-1-bed-1-bath-available-now-call/7046059573.html,orange county,https://orangecounty.craigslist.org,2020,apartment,704,1,1,1,1,1,0,0,0,w/d in unit,carport,https://images.craigslist.org/01313_9z7w7JOOysI_600x450.jpg,"Find the Perfect Apartment Home Select from spacious studio, one, and two bedroom apartments to call home. Casual elegance meets functionality with fully equipped gourmet kitchens, dual master suites, and dramatic vaulted ceilings. Enjoy resident amenitie",33.8719,-117.828,ca,721,1,0,,AggieReverseGeocoder,,4.01,6155 ORANGEGATE DR,YORBA LINDA,CA,92886,,16736847
7049883774,https://orangecounty.craigslist.org/apa/d/newport-coast-hardwood-style-flooring/7049883774.html,orange county,https://orangecounty.craigslist.org,2600,apartment,751,1,1,1,1,1,0,0,0,w/d in unit,detached garage,https://images.craigslist.org/00p0p_2T3LZ20VIJ8_600x450.jpg,"VIEW OUR WEBSITE:  http://irvineco.apartments/NewportRidge  Newport Ridge, managed by The Irvine Company 1 White Cap Lane Newport Coast, CA 92657  show contact info   Newport Ridge Apartment Homes in Newport Beach sits high atop Newport Coast for the ulti",33.6104,-117.831,ca,722,1,0,,AggieReverseGeocoder,,4.01,12 WHITE CAP LN,newport beach,CA,92657,,22222992
7047474199,https://orangecounty.craigslist.org/apa/d/trabuco-canyon-2-bed-2-bath-covered/7047474199.html,orange county,https://orangecounty.craigslist.org,2390,apartment,1000,2,2,0,0,1,0,0,0,,,https://images.craigslist.org/00606_kfnoB1jK6Ib_600x450.jpg,"Find the Perfect Apartment The Highlands, a distinctive apartment community in Rancho Santa Margarita, sits among the rolling hills of Trabuco Canyon. Choose your new home from our elegant one and two bedroom apartments, lofts, and townhomes. The open-con",33.643,-117.585,ca,723,1,0,,AggieReverseGeocoder,,4.01,17 CALLE ALBARDA RANCHO,SANTA MARGARITA,CA,92688,,16371484
7049888132,https://orangecounty.craigslist.org/apa/d/trabuco-canyon-2020-is-your-year-call/7049888132.html,orange county,https://orangecounty.craigslist.org,2320,apartment,973,2,2,1,1,1,0,0,0,w/d in unit,detached garage,https://images.craigslist.org/01212_8lRpEIz2YS9_600x450.jpg,"Call Now -  show contact info  x 209OR Text 209 to  show contact info  to contact our leasing team. This is a 2 Bedroom, 2 Bath, approximately 973 Sq. Ft.  Madrid Apartments offers gorgeous views of the mountains from luxurious one, two, and three-bedroom",33.658,-117.634,ca,724,1,843.741,,AggieReverseGeocoder,,4.01,28401 LOS ALISOS,MISSION VIEJO,CA,92692,,16379416
7049887546,https://orangecounty.craigslist.org/apa/d/garden-grove-1-bedroom-1-bathroom-down/7049887546.html,orange county,https://orangecounty.craigslist.org,1830,apartment,945,1,1,1,1,1,0,0,0,laundry in bldg,detached garage,https://images.craigslist.org/00t0t_bE9mpWQvnhG_600x450.jpg,"Welcome home to Park Grove We don't just rent apartments. From the moment you walk through the front door you'll feel the comfort and security that makes our residents happy to call us home. Cutting edge amenities, meticulously-groomed grounds, and a dedi",33.7661,-117.974,ca,725,1,1328.0964,,AggieReverseGeocoder,,4.01,8861 BOYD AVE,GARDEN GROVE,CA,92844,,20623759
7049887217,https://orangecounty.craigslist.org/apa/d/laguna-beach-artists-enclave-coastal/7049887217.html,orange county,https://orangecounty.craigslist.org,1867,apartment,563,1,1,1,1,0,0,0,0,w/d in unit,carport,https://images.craigslist.org/00x0x_5Er76VKaZ03_600x450.jpg,"Welcome Home to The Artisan Laguna Beach The Artisan Laguna Beach is more than a beach-loving apartment community, it's an invitation to a coveted Laguna Beach lifestyle. Its access to the arts and a front-row seat on the beach. All with the parking privi",33.5429,-117.781,ca,726,1,0,,AggieReverseGeocoder,,4.01,424 3RD ST,LAGUNA BEACH,CA,92651,,16203052
7048567716,https://orangecounty.craigslist.org/apa/d/corona-upgraded-interiors-with/7048567716.html,orange county,https://orangecounty.craigslist.org,1364,apartment,600,1,1,0,0,1,0,0,0,,,https://images.craigslist.org/00F0F_4Z9LLjHEzEp_600x450.jpg,"Beautifully landscaped and convenient to neighborhood shopping and global cuisine, Country Hills Apartment Homes has the apartment youÃ¢Â€Â™re looking for in Corona, CA. Our pet-friendly community of 1 & 2 bedroom apartments for rent offer updated interio",33.8769,-117.595,ca,727,1,0,,AggieReverseGeocoder,,4.01,1540 W 6th St,Eastvale,CA,92882,2730,103280017
7049887049,https://orangecounty.craigslist.org/apa/d/irvine-resort-style-community-1-bedroom/7049887049.html,orange county,https://orangecounty.craigslist.org,1650,apartment,537,1,1,0,0,1,0,0,0,laundry in bldg,detached garage,https://images.craigslist.org/00c0c_4sCq3qzNFaw_600x450.jpg,Welcome to Harvard Manor--Apartments in Irvine!   Open House Saturday 10AM-3PM    Your New Apartment Home Features:   - Large Closets  - Hardwood Style/Carpet Flooring  - Patio/Balcony (In Select Units)  - Refrigerator  - Gas Range  - Dishwasher  - Dispos,33.6428,-117.828,ca,728,1,0,,AggieReverseGeocoder,,4.01,680 CALIFORNIA AVE,irvine,CA,92617,,13467477
7049887030,https://orangecounty.craigslist.org/apa/d/placentia-second-floor-apartment-nice/7049887030.html,orange county,https://orangecounty.craigslist.org,1658,apartment,760,1,1,1,1,1,0,0,0,laundry in bldg,carport,https://images.craigslist.org/00k0k_16Ly1uwt9ga_600x450.jpg,Villa Angelina - villaangelinaapts.com Call now to schedule a tour at  show contact info   Live your best life at Villa Angelina! You will find everything you need here plus more!!  Our community is pet friendly and we have great amenities for all to enjo,33.8719,-117.868,ca,729,1,906.2705,,AggieReverseGeocoder,,4.01,210 E CHAPMAN AV,PLACENTIA,CA,92870,,16706579
7047581257,https://orangecounty.craigslist.org/apa/d/anaheim-lease-your-renovated-2br-home/7047581257.html,orange county,https://orangecounty.craigslist.org,2420,apartment,995,2,2,1,1,1,0,0,0,w/d in unit,carport,https://images.craigslist.org/00Z0Z_iXPcaGuYpOE_600x450.jpg,"Discover the perfect blend of comfort and convenience at The Vineyards apartment community of Anaheim Hills. Choose the style of floor plan that best suits you; we offer beautiful spacious junior one bedroom studio, one bedroom, and two bedroom/two bath.",33.8632,-117.793,ca,730,1,0,,AggieReverseGeocoder,,4.01,5601 E ORANGETHORPE AVE,ANAHEIM,CA,92807,,20048593
7049879448,https://orangecounty.craigslist.org/apa/d/irvine-san-remo-park-laundry-facility/7049879448.html,orange county,https://orangecounty.craigslist.org,2295,apartment,983,2,2,1,1,1,0,0,0,laundry on site,,https://images.craigslist.org/00e0e_3WWuAr7aeSI_600x450.jpg,"VIEW OUR WEBSITE:  http://irvineco.apartments/SanRemoVilla  (Copy and paste the link in to your web browser)  San Remo Villa Apartments, managed by Irvine Company Apartment Communities 100 Cantata Irvine, CA 92606  show contact info   San Remo Villa's ups",33.6851,-117.817,ca,731,1,1249.9902,,AggieReverseGeocoder,,4.01,101 CANTATA AISLE,irvine,CA,92606,,20831535
7049886422,https://orangecounty.craigslist.org/apa/d/huntington-beach-timing-is-everything/7049886422.html,orange county,https://orangecounty.craigslist.org,1700,apartment,636,1,1,1,1,1,0,0,0,laundry on site,off-street parking,https://images.craigslist.org/00e0e_6EoLIrp3cRx_600x450.jpg,"Reserve Your Home Today!  We offer a beautiful Senior Community here at Huntington Breeze, where you can enjoy the Ocean Breeze all day! These are excellent layouts for the Independent 55+ Senior on the go. Each unit comes with ceiling fans and huge balco",33.718,-118.05,ca,732,1,750.0159,,AggieReverseGeocoder,,4.01,16788 Algonquin St,huntington beach,CA,92649,,13394992
7049885908,https://orangecounty.craigslist.org/apa/d/placentia-huge-one-bedroom-nice-view-99/7049885908.html,orange county,https://orangecounty.craigslist.org,1591,apartment,760,1,1,1,1,1,0,0,0,laundry in bldg,carport,https://images.craigslist.org/00X0X_XksPVy46NP_600x450.jpg,Villa Angelina - villaangelinaapts.com Call now to schedule a tour at  show contact info   Live your best life at Villa Angelina! You will find everything you need here plus more!!  Our community is pet friendly and we have great amenities for all to enjo,33.872,-117.868,ca,733,1,0,,AggieReverseGeocoder,,4.01,102 ANNED DR,PLACENTIA,CA,92870,,16707051
7049885827,https://orangecounty.craigslist.org/apa/d/ladera-ranch-lease-today-laundry-in/7049885827.html,orange county,https://orangecounty.craigslist.org,2001,apartment,697,1,1,1,1,1,0,0,0,w/d in unit,carport,https://images.craigslist.org/00y0y_lwUPnW4U8kP_600x450.jpg,"VIEW OUR WEBSITE:  https://www.remingtonseniors.com/  Remington Ladera Ranch, managed by Sares-Regis Group 25501 Crown Valley Parkway Ladera Ranch, CA 92694  show contact info   Remington at Ladera Ranch is designed specifically for residents 55 and bette",33.5664,-117.628,ca,734,1,0,,AggieReverseGeocoder,,4.01,25501 CROWN VALLEY PK,MISSION VIEJO,CA,92688,,16326720
7049885697,https://orangecounty.craigslist.org/apa/d/east-irvine-move-in-today-large-townhome/7049885697.html,orange county,https://orangecounty.craigslist.org,2675,townhouse,1164,2,2,1,1,1,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00w0w_fPLATnTJteY_600x450.jpg,"Quail Hill, managed by Irvine Company Apartment Communities 105 Quail Ridge Irvine, CA 92603  show contact info   VIEW OUR WEBSITE:  http://irvineco.apartments/QuailHill  At Quail Hill, Spanish Colonial architecture, tree-lined courtyards and poolside cab",33.6533,-117.775,ca,735,1,0,,AggieReverseGeocoder,,4.01,111 QUAIL RDG,irvine,CA,92603,,13447952
7049884393,https://orangecounty.craigslist.org/apa/d/fullerton-spacious-private-patio-gas/7049884393.html,orange county,https://orangecounty.craigslist.org,2199,apartment,972,2,2,1,1,1,0,0,0,laundry on site,,https://images.craigslist.org/00b0b_2ELW2YORAAL_600x450.jpg,"Portico Villas feature newly renovated 1 & 2 bedroom apartments that are conveniently located in Downtown Fullerton. We offer affordable luxury in a relaxing location - there is nothing quite like coming home to our lush tropical landscaping, after a roug",33.8608,-117.926,ca,736,1,0,,AggieReverseGeocoder,,4.01,140 W HILL AVE,FULLERTON,CA,92832,,1433074
7049884131,https://orangecounty.craigslist.org/apa/d/anaheim-covered-parking-hardwood-floors/7049884131.html,orange county,https://orangecounty.craigslist.org,1880,apartment,983,2,2,1,1,1,0,0,0,,,https://images.craigslist.org/00000_8Q5I5wKDJY3_600x450.jpg,Madison Park offers an array of floor plans ranging from studio apartment homes to expansive 2 bedroom apartment homes with oversized closets and an abundance of living space. Residents can enjoy our 3 refreshing swimming pools and a large resort style sp,33.8287,-117.96,ca,737,1,0,,AggieReverseGeocoder,,4.01,9922 W BROADWAY,ANAHEIM,CA,92804,,12696894
7047552139,https://orangecounty.craigslist.org/apa/d/upland-1bd-1ba-split-level-designs/7047552139.html,orange county,https://orangecounty.craigslist.org,1569,apartment,750,1,1,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00W0W_kZAA5o1FATU_600x450.jpg,"Bedrooms: 1 Bathrooms: 1 Square Feet: 750  Stoneridge offers the utmost in Southern California apartments. Quality renovated interiors include hardwood style entries and flooring, spacious floor plans, garden kitchen windows, two-tone paint, and private b",34.0917,-117.68,ca,738,1,0,,AggieReverseGeocoder,,4.01,1580 W 8th St,Upland,CA,91786,6161,100807112
7044801105,https://orangecounty.craigslist.org/apa/d/lake-forest-1-bed-1-bath-after-holiday/7044801105.html,orange county,https://orangecounty.craigslist.org,1765,apartment,713,1,1,1,0,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00j0j_kKGvV9DUJQ7_600x450.jpg,"Find the Perfect Apartment Peaceful and private, Forest Glen is near shopping and dining as well as easy freeway and toll-road access. The community features a heated swimming pool, spa, and a resident lounge with a demo kitchen. Choose between spacious a",33.6285,-117.693,ca,739,1,0,,AggieReverseGeocoder,,4.01,23022 LAUREL GROVE CIR,LAKE FOREST,CA,92630,,1767610
7046946359,https://orangecounty.craigslist.org/apa/d/murrieta-great-gym-hours-pet-friendly/7046946359.html,orange county,https://orangecounty.craigslist.org,1525,apartment,850,2,2,0,0,1,0,0,0,,,https://images.craigslist.org/00B0B_cZiemwGLAIX_600x450.jpg,"We welcome you home to Waterstone at Murrieta conveniently located between I-215 and I-15 freeways for your living convenience. Perfectly combining luxury and comfort, we promise you will feel right at home the moment you enter our beautifully landscaped",33.5739,-117.186,ca,740,1,0,,AggieReverseGeocoder,,4.01,39912 Snow Gum Ln,Indio,CA,92562,4102,948102005
7049872793,https://orangecounty.craigslist.org/apa/d/irvine-now-available-irvine-biking/7049872793.html,orange county,https://orangecounty.craigslist.org,2010,apartment,689,1,1,1,1,1,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00d0d_9yMlPO9xMhv_600x450.jpg,VIEW OUR WEBSITE:  http://irvineco.apartments/Brittany  Brittany Apartment Homes in Irvine provides a variety of unique living options that are each tailored to the highest standards.  Bright and spacious one bedroom with garage and private patio!  Transi,33.6662,-117.79,ca,741,1,0,,AggieReverseGeocoder,,4.01,100 SAINT VINCENT,irvine,CA,92618,,20839406
7049868004,https://orangecounty.craigslist.org/apa/d/anaheim-1-bedroom-1-bath-with-open/7049868004.html,orange county,https://orangecounty.craigslist.org,1678,apartment,836,1,1,1,1,1,1,0,0,laundry on site,carport,https://images.craigslist.org/01616_bJA7yB9eCq6_600x450.jpg,"Coronado Palms 1250 South Euclid Street, Anaheim, CA, 92802  Interested in more information? Visit link below: http://live.fpimgt.com/c5oa27  Call Now:  show contact info    WELCOME TO CORONADO PALMS APARTMENTS IN ANAHEIM, CA!  This is a 1 Bedroom, 1 Bath",33.8169,-117.941,ca,742,1,0,,AggieReverseGeocoder,,4.01,1250 S EUCLID ST,ANAHEIM,CA,92802,,12731745
7049704166,https://orangecounty.craigslist.org/apa/d/lake-forest-750-off-move-in-cost/7049704166.html,orange county,https://orangecounty.craigslist.org,2047,apartment,1105,2,2,1,1,1,0,0,0,w/d in unit,carport,https://images.craigslist.org/00F0F_fEWk91Vy3iw_600x450.jpg,"VIEW OUR WEBSITE:  http://www.ridgecrestliving.com  Ridgecrest, managed by Sares-Regis Group 21486 Lake Forest Drive Lake Forest, CA 92630  show contact info   Treat yourself to a better apartment home in Lake Forest, at Ridgecrest.  Gorgeous two bedroom",33.6523,-117.674,ca,743,1,968.7241,,AggieReverseGeocoder,,4.01,26202 ERIN CT,LAKE FOREST,CA,92630,,1767122
7049874824,https://orangecounty.craigslist.org/apa/d/westminster-move-in-this-weekend/7049874824.html,orange county,https://orangecounty.craigslist.org,2089,townhouse,1300,2,1.5,1,1,1,0,0,0,w/d in unit,carport,https://images.craigslist.org/00r0r_539CUDvYaNo_600x450.jpg,"This amazing 2 bedroom 1.5 bathroom townhome has it all!  From the large open layout to a full sized washer and dryer.  It is a must see, so stop in today to check it out.  Your exclusive Villa Pacific Townhomes experience begins with a tour of our spacio",33.752,-118.007,ca,744,1,1443.9892,,AggieReverseGeocoder,,4.01,14482 GOLDEN WEST ST,WESTMINSTER,CA,92683,,16443584
7049882996,https://orangecounty.craigslist.org/apa/d/lake-forest-cable-satellite-ready/7049882996.html,orange county,https://orangecounty.craigslist.org,3045,apartment,1234,3,2,0,0,1,0,0,0,,,https://images.craigslist.org/00Z0Z_453G5dWrB4r_600x450.jpg,"Welcome to eaves Lake Forest, located in Orange County, CA Ã¢Â€Â” where sensible apartment living meets a sensible cost of living. We offer quality Lake Forest apartments with a few little extras, like generously spaced closets and well-equipped kitchens",33.6427,-117.699,ca,745,1,0,,AggieReverseGeocoder,,4.01,24752 TOLEDO WAY,LAKE FOREST,CA,92630,,13517104
7049882916,https://orangecounty.craigslist.org/apa/d/laguna-niguel-rare-beauty-with/7049882916.html,orange county,https://orangecounty.craigslist.org,2180,apartment,950,2,2,1,1,1,0,0,0,w/d in unit,carport,https://images.craigslist.org/00X0X_dT3vZoWYSo4_600x450.jpg,"2 bedroom, 2 bathroom apartment on the 2nd floor with a beautiful view , tranquil with a hill slope view . Enjoy vaulted ceilings too! Big beautiful Balcony with an awesome view! Looks and feels like you are on vacation!   Community is newly-renovated  in",33.5145,-117.708,ca,746,1,0,,AggieReverseGeocoder,,4.01,30855 OLYMPIC PL,LAGUNA NIGUEL,CA,92677,,7006444
7049880496,https://orangecounty.craigslist.org/apa/d/san-clemente-rancho-del-mar-farm-sink/7049880496.html,orange county,https://orangecounty.craigslist.org,2329,apartment,900,2,2,1,1,1,0,0,0,w/d in unit,carport,https://images.craigslist.org/00n0n_3ydKZEJ25Lt_600x450.jpg,"Rancho Del Mar Apartments 1100 Calle Del Cerro, San Clemente, CA, 92672  Follow The Link Below: http://pinnaclefamily.aptdetails.com/5nii7k  Call Now:  show contact info    DISCOVER SEASIDE LIVING   This is a 2 Bedroom, 2 Bath, approximately 900 Sq. Ft.",33.4468,-117.602,ca,747,1,0,,AggieReverseGeocoder,,4.01,1062 CALLE DEL CERRO,orange,CA,92672,,16266993
7049878222,https://orangecounty.craigslist.org/apa/d/irvine-brittany-garages-pet-friendly/7049878222.html,orange county,https://orangecounty.craigslist.org,2645,apartment,1127,2,2,1,1,1,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/01313_dCXV0p8CRPH_600x450.jpg,"VIEW OUR WEBSITE:  http://irvineco.apartments/Brittany  Brittany I and II at Oak Creek, managed by Irvine Company Apartment Communities 100 Saint Vincent Irvine, CA 92618  show contact info   Through the gates of Brittany Apartment Homes, French-country c",33.6662,-117.79,ca,748,1,0,,AggieReverseGeocoder,,4.01,100 SAINT VINCENT,irvine,CA,92618,,20839406
7049882330,https://orangecounty.craigslist.org/apa/d/irvine-brand-new-luxury-apartments-in/7049882330.html,orange county,https://orangecounty.craigslist.org,2059,apartment,625,0,1,1,1,0,1,0,0,w/d in unit,,https://images.craigslist.org/00v0v_akcJgPvCvGk_600x450.jpg,To schedule a tour We now book our tour appointments online! Please call or text us at   show contact info  to self-schedule from your phone! Book your appointment online today or anytime 24/7! Property Description Breathe in deeply and embrace peaceful t,33.6846,-117.833,ca,749,1,0,,AggieReverseGeocoder,,4.01,2851 MCGAW AVE,irvine,CA,92614,,20829542
7048572956,https://orangecounty.craigslist.org/apa/d/anaheim-1-bd-cable-ready-coffee-lounge/7048572956.html,orange county,https://orangecounty.craigslist.org,1603,apartment,593,1,1,1,1,1,0,0,0,,,https://images.craigslist.org/00w0w_jBMow6DxWsx_600x450.jpg,Madison Park offers an array of floor plans ranging from studio apartment homes to expansive 2 bedroom apartment homes with oversized closets and an abundance of living space. Residents can enjoy our 3 refreshing swimming pools and a large resort style sp,33.8287,-117.96,ca,750,1,0,,AggieReverseGeocoder,,4.01,9922 W BROADWAY,ANAHEIM,CA,92804,,12696894
7035972282,https://orangecounty.craigslist.org/apa/d/newport-beach-super-bright-2-bedroom-2/7035972282.html,orange county,https://orangecounty.craigslist.org,4375,apartment,1235,2,2,1,1,1,0,0,0,w/d in unit,detached garage,https://images.craigslist.org/00e0e_2194D1ApEB6_600x450.jpg,"Welcome to The Waterfront Apartment Homes !  Ask About Month Free- Move In !!   The Waterfront feels like a mini vacation!  ItÃ¢Â€Â™s where you (and your pet!) can walk, jog or bike over the bridge to quaint Balboa Island.  You can take the historic ferry",33.6107,-117.893,ca,751,1,0,,AggieReverseGeocoder,,4.01,919 BAYSIDE DR,newport beach,CA,92660,,3125871
7049881513,https://orangecounty.craigslist.org/apa/d/irvine-updated-irvine-11-in-resort/7049881513.html,orange county,https://orangecounty.craigslist.org,1675,apartment,600,1,1,0,0,1,0,0,0,laundry in bldg,detached garage,https://images.craigslist.org/00S0S_1tZUzwj1U87_600x450.jpg,"Open House Saturday 10AM-3PM  21 California Avenue Irvine, CA 92612   Call:  show contact info     APARTMENT FEATURES: - Disposal - Gas Range - Large Closets - Patio/Balcony (In Select Units) - Refrigerator - Air Conditioning - Dishwasher - Hardwood Style",33.6428,-117.828,ca,752,1,0,,AggieReverseGeocoder,,4.01,680 CALIFORNIA AVE,irvine,CA,92617,,13467477
7049881232,https://orangecounty.craigslist.org/apa/d/anaheim-1bd-downstairs-unit-with-patio/7049881232.html,orange county,https://orangecounty.craigslist.org,1665,apartment,750,1,1,1,1,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00505_fHJDwpb1XxJ_600x450.jpg,"Enjoy Your New Home! Welcome Home to Corsican Apartment Homes!  Call Now:  show contact info Corsican Apartment Homes 400 South Sunkist, Anaheim, CA, 92806Want more info on this unit? See the link (below):http://apartments.wng.com/a8d712 This is a 1 Bedro",33.838,-117.88,ca,753,1,0,,AggieReverseGeocoder,,4.01,2500 E LINCOLN AVE,ANAHEIM,CA,92806,,792407
7035937101,https://orangecounty.craigslist.org/apa/d/newport-beach-luxury-living-in-this-2/7035937101.html,orange county,https://orangecounty.craigslist.org,7200,apartment,1785,2,2,1,1,1,0,0,0,w/d in unit,detached garage,https://images.craigslist.org/00202_byxPuhs5enq_600x450.jpg,"Welcome to The Waterfront Apartment Homes !  The Waterfront feels like a mini vacation!  ItÃ¢Â€Â™s where you (and your pet!) can walk, jog or bike over the bridge to quaint Balboa Island.  You can take the historic ferry to the Newport Peninsula, home of",33.6107,-117.893,ca,754,1,0,,AggieReverseGeocoder,,4.01,919 BAYSIDE DR,newport beach,CA,92660,,3125871
7049872649,https://orangecounty.craigslist.org/apa/d/irvine-new-pricing-come-in-today-for/7049872649.html,orange county,https://orangecounty.craigslist.org,2645,apartment,1127,2,2,1,1,1,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/01313_dCXV0p8CRPH_600x450.jpg,"Brittany's gated Irvine community has a neighborhood feel with garden courtyards and greenbelts.  Gorgeous two bedroom with two baths, attached garage and walk-in master closet.  Transitioning to 100% Smoke Free.   Brittany I and II at Oak Creek, managed",33.6662,-117.79,ca,755,1,0,,AggieReverseGeocoder,,4.01,100 SAINT VINCENT,irvine,CA,92618,,20839406
7034814603,https://orangecounty.craigslist.org/apa/d/newport-beach-bright-2-bedroom-with-den/7034814603.html,orange county,https://orangecounty.craigslist.org,6100,apartment,1723,2,2,1,1,1,0,0,0,w/d in unit,detached garage,https://images.craigslist.org/00Y0Y_hpewECI2rWR_600x450.jpg,"Welcome to The Waterfront Apartment Homes !  The Waterfront feels like a mini vacation!  ItÃ¢Â€Â™s where you (and your pet!) can walk, jog or bike over the bridge to quaint Balboa Island.  You can take the historic ferry to the Newport Peninsula, home of",33.6295,-117.868,ca,756,1,1515.612,,AggieReverseGeocoder,,4.01,14 ROCKINGHAM DR,newport beach,CA,92660,,3140922
7049880575,https://orangecounty.craigslist.org/apa/d/irvine-fusion-luxury-apartments-in/7049880575.html,orange county,https://orangecounty.craigslist.org,2159,apartment,727,1,1,1,1,0,1,0,0,w/d in unit,,https://images.craigslist.org/00909_2jjsfGLgYHw_600x450.jpg,To schedule a tour We now book our tour appointments online! Please call or text us at   show contact info  to self-schedule from your phone! Book your appointment online today or anytime 24/7! Property Description Breathe in deeply and embrace peaceful t,33.6846,-117.833,ca,757,1,0,,AggieReverseGeocoder,,4.01,2851 MCGAW AVE,irvine,CA,92614,,20829542
7049869925,https://orangecounty.craigslist.org/apa/d/irvine-resort-style-pool-lap-pool/7049869925.html,orange county,https://orangecounty.craigslist.org,2990,apartment,1337,3,2,1,1,1,0,0,0,w/d in unit,detached garage,https://images.craigslist.org/00l0l_9cG7nHZiHu9_600x450.jpg,"As a Sonoma at Oak Creek resident you will find our staff will go above and beyond to make your living experience convenient and effortless.  Three bedroom apartment home with two baths, detached garage and private patio.  Transitioning to 100% Smoke Free",33.6662,-117.79,ca,758,1,0,,AggieReverseGeocoder,,4.01,100 SAINT VINCENT,irvine,CA,92618,,20839406
7035934821,https://orangecounty.craigslist.org/apa/d/newport-beach-open-floorplan-2-bedroom/7035934821.html,orange county,https://orangecounty.craigslist.org,4550,apartment,1330,2,2,1,1,1,0,0,0,w/d in unit,detached garage,https://images.craigslist.org/00A0A_7FbfNcZUtHB_600x450.jpg,"Welcome to The Waterfront Apartment Homes !  Ask for details about One Month Free!  The Waterfront feels like a mini vacation!  ItÃ¢Â€Â™s where you (and your pet!) can walk, jog or bike over the bridge to quaint Balboa Island.  You can take the historic f",33.6115,-117.893,ca,759,1,1343.7425,,AggieReverseGeocoder,,4.01,1000 BAYSIDE DR,NEWPORT BEACH,CA,92660,,16216806
7041967678,https://orangecounty.craigslist.org/apa/d/victorville-apartamentos-disponibles/7041967678.html,orange county,https://orangecounty.craigslist.org,825,apartment,590,1,1,0,0,1,0,0,0,laundry on site,carport,https://images.craigslist.org/00C0C_cCtNQz5qsD6_600x450.jpg,"1BD/1BTH************************************************************************************************MOVE IN SPECIAL********First Month Rent Free on approved credit. Expiration 12/31/2019       Domicilio  18488 Montezuma Street  | Adelanto, CA 92301",34.5863,-117.412,ca,760,1,234.3875,,AggieReverseGeocoder,,4.01,18488 Montezuma St,Lake Arrowhead,CA,92301,1821,45914245
7049873096,https://orangecounty.craigslist.org/apa/d/irvine-resort-style-pools-hardwood/7049873096.html,orange county,https://orangecounty.craigslist.org,2110,apartment,799,1,1,1,1,1,0,0,0,w/d in unit,,https://images.craigslist.org/00e0e_3BvkMLccdTl_600x450.jpg,VIEW OUR WEBSITE:  http://irvineco.apartments/Brittany  Brittany is an upscale apartment community where residents experience the ease of suburban living while enjoying access to first-class amenities.  Bright and open  one bedroom with giant private pati,33.6662,-117.79,ca,761,1,0,,AggieReverseGeocoder,,4.01,100 SAINT VINCENT,irvine,CA,92618,,20839406
7045788043,https://orangecounty.craigslist.org/apa/d/costa-mesa-views-of-beautiful/7045788043.html,orange county,https://orangecounty.craigslist.org,1910,apartment,675,1,1,0,0,1,0,0,0,,,https://images.craigslist.org/00L0L_jcaaxy7uJRf_600x450.jpg,"AVA Newport's apartments in Costa Mesa are a new kind of living space by Newport's Back Bay. Located just off the Costa Mesa Freeway and minutes from Newport beach, this is a choice neighborhood where tacos meet sushi, double espressos meet green tea and",33.6351,-117.913,ca,762,1,0,,AggieReverseGeocoder,,4.01,1780 SANTA ANA AV,COSTA MESA,CA,92627,,16230417
7049868820,https://orangecounty.craigslist.org/apa/d/irvine-gated-entry-backyards-full-size/7049868820.html,orange county,https://orangecounty.craigslist.org,2740,apartment,1109,2,2,1,1,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00W0W_60Dw2OIIhc1_600x450.jpg,"With spacious floor plans as well as upscale landscaping Sonoma at Oak Creek has redefined luxury apartment living.   Spacious two bedroom apartment with walk-in master closet and gourmet kitchen. Carriage Style, no neighbor above or below.  Transitioning",33.6662,-117.79,ca,763,1,0,,AggieReverseGeocoder,,4.01,100 SAINT VINCENT,irvine,CA,92618,,20839406
